,comment,rating,label,comment_new
18410,Hàng giao k đúng size .quá rộng mất công đi sửa .khoá kéo bị kẹt k biết lúc gửi hàng shop có kiểm tra k .k hài lòng .,1,0,hàng không_đúng kích_thước rộng mất_công sửa khóa_kéo kẹt gửi hàng cửa tiệm kiểm trà
18413,"Đặt 2c nhưng giao 1c. Vào đọc đánh giá thì thấy rất nhiều b bị giống mình
Kiểu này là hết hàng nên k giao chứ k phải là vô tình thiếu hàng nha mn, nhưng 1 tin nhắn báo hết hàng cũng k có
Ghét nhất thể loại này
Buôn bán kiểu đấy mà shopee mall?",1,0,đọc kiểu hàng không_chứ vô_tình hàng thiếc nhắn báo hàng ghét nhất_thể_loại buôn_bán kiểu
18414,"Đặt một đường giao một nẻo. Này mà là áo khoác à, đến chịu.",1,0,đường nẻo áo_khoác
18415,Tin tưởng shop nên không kiểm tra hàng trước khi nhận. Mở ra xem thì thật sự thất vọng. Đường chỉ may ẩu. Chỉ thưa rất nhiều....... Cổ tay áo bên phải may không hợp lý móc ngón tay cái vào rất khó.......,1,0,thiếc tưởng cửa tiệm không_kiểm trà hàng đường thưa cổ áo không_hợp_lý móc ngón
18416,"Hàng thì OK mà thái độ phục vụ thì cục súc,đợi tin nhắn như đợi sung rụng",1,0,hàng đồng_ý thái_độ phục_vụ cục_súc đợi thiếc nhắn đợi
18417,"Áo nóng thật sự, muốn đổi áo nhưng shop còn k trả lời, biết là giá có thể gọi là rẻ nhưng thật sự k nên dùng bài đó để câu người mua. Chán",1,0,áo nóng đổi áo cửa tiệm không_trả_lời giá rẻ không_nên câu
18418,Ko ik tin gì hết sao ko đúng,1,0,không_ý thiếc
18420,Quá xứng đáng để được một sao. Rất thất vọng. Với số tiền này giống y cái giẻ rách,1,0,xứng_đáng thất_vọng tiền
18421,"Mình có đặt 6 sp của shop. 3 áo polo và 3 áo phông trơn. Shop chỉ gửi 2 áo polo và 3 áo phông. Thiếu hàng mình đề nghị giải quyết, shop đồng ý giải quyết nhưng chỉ nói mà không làm. Mình xin mất oan 1 áo polo cũng được. Trải nghiệm sp kém,đóng gói ẩu,phục vụ khách hàng quá yếu kém. QUÁ TỆ cho 1 shop",1,0,áo polo áo_phông cửa tiệm gửi áo polo hàng đề_nghị giải_quyết cửa tiệm đồng_ý giải_quyết áo polo trải_nghiệm kém đóng_gói ẩu phục_vụ khách_hàng tệ cửa tiệm
18424,Vi chat ko dep VA co ao bi xau vi no bi gian het ra.Sam pham ko nhu mong doi,1,0,trò_chuyện không_áo_dài xau
18426,"Order 2 món giao 1 món. Thiếu cái này. Uổng công chờ 10 ngày, giờ ko biết trả làm sao luôn. Chán",1,0,hàng món món uổng công chờ
18427,"Đặt màu ghi cam thì gửi màu ghi đỏ. Mình có liên hệ cho shop mà nó bảo hết màu rồi nó gửi đại màu này. Mình có yêu cầu hoàn trả nhưng bên shop ko đồng ý, nên giờ chẳng biết làm sao. Mặc dù mua tặng quà sinh nhật cho bạn mà ko đúng màu nên kh tặng. Mình rất thất vọng về shop này ….",1,0,màu gửi màu đỏ liên_hệ cửa tiệm bảo màu gửi đại màu hoàn_trả cửa tiệm không_đồng_ý chẳng mặc_dù tặng quà nhật không_đúng màu thất_vọng cửa tiệm
18430,"Áo ok. Nhưng quần quá tệ, cứng như quần áo mưa, 3xl đến 80kg mà bố tôi 74kg mặc chật. Nhắn tin shop ko trả lời.",1,0,áo quần tệ cứng quần_áo_mưa bố mặc chật nhắn thiếc cửa tiệm
18431,100% bông？Người bán không trung thực，Sai màu,1,0,không_thực màu
18433,"Mua 2 áo của shop nhưng khi giao thi 1 áo k có như hình ảnh mà lại đắt hơn nữa,nt hỏi để đổi trả nhưng sh k tl,cứ nhắn dc 1 tin là mất hút khi mua thi tv nhiet tình lắm gọi điện thi bảo có nv check nhưng mãi k check. Thất vọng 
Đăng hình một đương gưi áo môt đuong",1,0,áo cửa tiệm áo hình_ảnh đắt đổi nhắn thiếc mất_hút tình lắm điện bảo kiểm mãi không thất_vọng_đăng hình đương gưi áo môt
18434,Shipper vui tính nhưng chất lượng vải của shop thì quá mỏng ý kiến riêng của mình là không nên mua nhé,1,0,shipper chất_lượng vải cửa tiệm mỏng ý_kiến không_nên
18435,Vành eo quá rộng đối vs sai28 thì ko phải,1,0,vành rộng
18436,Quần bị rách và chỉ thừa nhiều,1,0,quần rách thừa
18441,"Không biết mọi người nhận hàng như thế nào. Nhưng riêng mình cảm thấy như lừa đảo vậy :) 
Size áo rất nhỏ nên mấy bạn từ m70 trở lên cân nhắc kể cả có mua size XL nó vẫn rất nhỏ :)
Hỏi tư vấn thì bảo vừa nên mình thử, xong thì thất vọng. Nên là mua quần áo thì nên coi kĩ lại size và hỏi kĩ thêm",1,0,hàng lừa_đảo kích_thước áo trở cân_nhắc kích_thước lỗi tư_vấn bảo thử quần_áo kĩ kích_thước kĩ
18446,Bảo là tặng nhưng làm j có. 🤣🤣🤣,1,0,bảo tặng cười
18447,"Gửi hàng khác màu khác size đã chọn. Giao Size XL thì có ai mà mặc vừa. Shop phản hồi lại chậm. Riêng áo gió của nam Giao hàng khác loại mình đặt thì thấy ko hài lòng rồi, còn những đồ khác thì đc. Đổi lại hàng thì mất tjme qua về nên m chấp nhận lấy. Mog shop rút kinh nghiệm cho những ng mua khác.",1,0,gửi hàng màu kích_thước kích_thước lỗi mặc cửa tiệm phản_hồi chậm áo_gió nam hàng không_hài_lòng đồ đổi hàng tjme chấp_nhận mog cửa tiệm rút dân_tộc nghiệm
18448,", Chất lượng sản phẩm tạm được",1,0,chất_lượng sản_phẩm tạm
18451,Tốn 170k để mua 1 chiếc áo khoác mà về 1 chiếc áo phông giá kh bằng 20k như này đây. Đã thế còn bị dơ như này thì chỉ có làm dẻ lau thôi . Nhắn tin hỏi thì shop kh tl. Mong mọi ng đừng dại dột như mình nhé. Mats tiền oan đấy( đừng tin những đánh giá 5 sao kia),1,0,tốn áo_khoác áo_phông giá không_bằng dơ dẻ nhắn thiếc cửa tiệm không đừng dại_dột mats tiền đừng thiếc
18452,"vải xấu ko nói vì tiền nào của đó, nhưng có cái hình cũng in ngược, Alan Walker là chữ A lồng vào chữ W, cái này in ngược lại thành chữ V lồng vào chữ M. đã vậy, chữ V 1 cạnh dài 1 cạnh ngắn. quá tệ",1,0,vải xấu không_nói tiền hình ngược chữ lồng chữ_cái ngược_lại thành chữ lồng chữ chữ cạnh cạnh ngắn tệ
18453,"Áo mh nhận có khá nhiều vết dơ. Lớp lót trong rất nóng, loại vải dù thô không thấm hút. Mặc rất khó chịu. 
Shop phản hồi chậm, 2 ngày mới trả lời, khi hết hạn hoàn trả hàng. Thái độ kiểu rất thách thức, chửi khách mẹ thiên hạ. 
Nói chuyện với khách rất ngang, dịch vụ cực kỳ tệ.
Mong mn ko xui xẻo z.",1,0,áo vết lớp lót nóng vải thô không_thấm hút mặc khó_chịu cửa tiệm phản_hồi chậm trả_lời hạn hoàn_trả hàng thái_độ kiểu thách_thức chửi mẹ nói_chuyện dịch_vụ không_xẻo xẻo
18455,Hàng pha ke thôi mà =))) ,1,0,hàng
18456,Hàng k đúng như hình. Bo ống mà k bo. Hàng sai sự thật kém chất lượng. Lừa đảo,1,0,hàng không_đúng hình ống không hàng sự_thật kém
18457,", Rất không đáng tiền, Thời gian giao hàng rất chậm",1,0,không_đáng tiền thời hàng chậm
18459,"Lấy cả bộ 4 màu khác nhau thì cho có 2 màu, chán",1,0,màu màu chán
18460,Áo chất được nhung đặt áo sile L thì Tem sile L mác lại size tận 2XL. Size áo rộng hơn L nhiều.Hết size cũng k báo lại khách mà tự sửa tem gửi đi? K hiểu shop làm ăn kiểu gì. Mọi ng cân nhắc khi mua nhé.,1,0,áo chất áo sile sile mác kích_thước kích_thước áo_rộng kích_thước không_báo sửa gửi không_hiểu cửa tiệm làm_ăn kiểu cân_nhắc
18461,Tôi không thích shipper.  Nói chuyện mất lịch sự,1,0,không_thích nói_chuyện
18464,Tiền thanh toán là 45.5k mà bên giao hàng lại thu 50k?,1,0,tiền toán hàng
18465,"Giaoq gì toàn màu ko đúng theo đặt hàng , thuaa lun",1,0,giaoq toàn màu không_đúng đặt_hàng
18467,"Đặt mua quần chất liệu “ĐŨI”..Shop gửi 2 cái quần chất vải y như nhau.Trong khi đấy mình đặt 2 quần khc nhau,phản hồi với shop shop k tl.Thái độ phục vụ quá kém",1,0,quần chất_liệu đũi_shop gửi quần chất vải quần khc phản_hồi cửa tiệm cửa tiệm không_thái_độ phục_vụ kém
18468,Cỡ 33 mà như cỡ 31 ở ngoài. Chật không thể mặc được,1,0,cỡ cỡ chật mặc
18469,sao mình đặt áo có hình đằng sau mà?,1,0,áo hình đằng
18471,Quần rách sau 1 tuần sử dụng. Dù mùa dịch ko có vận động mạnh.,1,0,quần rách tuần mùa dịch vận_động
18472,"Shop giao áo kiểu gì vậy? Áo dính vết dơ cả trước và sau, không mặc được, như dẻ lau vậy? Shop giao hàng không kiểm tra sản phẩm cho khách, trước khi giao hay sao. Quá thậm tệ.",1,0,cửa tiệm áo kiểu áo dính vết dơ không_mặc dẻ cửa tiệm hàng_không kiểm trà sản_phẩm
18473,Hàng trên ảnh và hàng mẫu khác hẳn nhau ! Ae đừng mua tốn tiền !,1,0,hàng ảnh hàng mẫu hẳn đừng tốn tiền
18474,"M68 mặc thì cộc nhé 
Nhận hàng còn bị rách nữa :)) 
Bạenkaalmdbsbsvhaisjvshajajshshabvsgshsvsvgsywuahevevwbsuusbabakalalalalwlkeirjr",1,0,mặc cộc hàng rách
18475,Áo khoong đẹp  rất nhieeuf vết bẩn trên áo. Mua 4c 2c mặc đueojc 2c làm dẻ lau:((,1,0,áo đẹp vết bẩn áo mặc đueojc
18476,Hàng ko giống hình quá thất vọng,1,0,hàng không_giống hình
18477,"Đáng lẽ đổi lại áo thì bên shop phải chịu hai chiều tiền ship vì shop giao áo lỗi chứ không phải do mình đổi size khác, shop nói mình hỗ trợ shop 20k mình nghĩ 20k cũng không nhiều ok mình hỗ trợ shop nhưng shiper đến đổi thì lại nói 30k. Shop làm ăn vui tính ghê",1,0,đổi áo cửa tiệm hải chiều tiền cửa tiệm áo lỗi đổi kích_thước cửa tiệm cửa tiệm không_nhiều đồng_ý cửa tiệm shiper đổi cửa tiệm làm_ăn ghê
18480,Hàng quá dởm tệ nhất hệ mặt trời shop phục vụ thờ ơ vô trách nhiệm ko tổ chức,1,0,hàng dởm tệ hệ mặt_trời cửa tiệm phục_vụ thờ_ơ vô_trách_nhiệm
18481,"Giá khi mua 2 cái trong đơn tổng cộng cả ship là 247k mà khi nhận hàng lại là 266k là shop ăn cướp mất 19k r nhá
Còn giao nhầm hàng nữa, mua 2 cái có cổ tay trắng mà đây mang về 2 củ nợ này",1,0,giá đơn tổng_cộng hàng cửa tiệm ăn_cướp nhầm hàng cổ trắng củ nợ
18482,"Lúc mua về không để ý giờ mới thấy quần bị rách ở sau mông, mà cắt hết tem rồi không biết có đổi được không?",1,0,không_để_ý quần rách mông cắt đổi không
18485,Shop qá thất vọng giao quần chưa bận mà đã rách nhờ đổi size thì chậm trễ ko nên mua,1,0,cửa tiệm thất_vọng quần bận rách đổi kích_thước chậm_trễ
18486,"Em đặt màu xanh mà giao màu xám ạ, v coi có đc hay kh",1,0,màu màu xám cỏ_khô không
18487,Shop làm ăn rất kém. Lần đầu mình đặt xám giao nâu. Mình gửi lại đổi thì nửa tháng sau mới gửi lại. Mình đổi sang 1 đen 1 xám. Lại gửi lại 2 đen xong lại để tiền ship mình chịu 3 lần. Vote 1 sao,1,0,cửa tiệm làm_ăn kém đầu xám gửi đổi gửi đổi đen xám gửi đen tiền phiếu
18489,đặt màu trắng mà gửi màu đen 🙂🙂🙂🙂🙂🙂🙂🙂🙂,1,0,màu trắng gửi màu đen
18493,"Cảm giác ban đầu độ hoàn thiện của sản phẩm tốt
Nhưng sau 3 lần giặt (bằng máy giặt) mình nay chợt phát hiện quần đã bị sờn chỉ
Mình mặc thì chỉ ngồi trên ghế da chứ không có lê lết mặt đường gì cả. Độ bền không khác gì hàng chợ 40k",1,0,cảm_giác lệnh_cấm đầu độ hoàn_thiện sản_phẩm tốt giặt máy_giặt phát_hiện quần sờn mặc ghế lê_lết mặt_đường độ bền không_khác
18495,"Shop làm ăn quá chán, giao nhầm size nhắn tin gọi điện không trả lời hoàn đời 4 hôm rồi k duyệt áo mặc quá chặt.",1,0,cửa tiệm làm_ăn chán nhầm kích_thước nhắn thiếc điện không_trả_lời hoàn đời hôm không_duyệt áo mặc chặt
18497,"Chất lượng sp hơi kém, chỉ thừa nhiều đươngf may lệch k đẹp, còn bị rách",1,0,chất_lượng hơi kém thừa đươngf lệch không_đẹp rách
18499,Hàng giao ko đúng như ảnh đã mô tả. Thực sự thất vọng quá.,1,0,hàng không_đúng ảnh mô_tả thất_vọng
18500,", Đóng gói sản phẩm rất kém, Thời gian giao hàng rất chậm",1,0,đóng gói sản_phẩm kém thời hàng chậm
18501,"Áo mk mua sz nhỏ, mk đổi sz lại thì shop k chịu tiền ship cùng mk. K phải keo kiệt gì, nhưng đổi sz mổi bên phải chịu 1 đầu. ",1,0,áo sz đổi sz cửa tiệm không_chịu tiền kiệt đổi sz mổi đầu
18502,"Size quần to mk nói shop xong shop bảo gửi xuống đổi. Mk gửi quần về lại hồi nào rồi mà người ta k muốn gửi lên, trong khi ngày 29/1 đã có size quần mà vẫn k gửi cho mk chờ đến 9h tối 2/2 trước ngày mk về quê 3/2 mới gửi đi nhận được hay k là duyên phận :))",1,0,kích_thước quần cửa tiệm cửa tiệm bảo gửi đổi gửi quần hồi không_muốn gửi quần không_gửi chờ tối quê gửi cỏ_khô không_là
18504,"Bữa thấy nhỏ bạn mua quần nhìn đẹp cầm chắc tay. Hôm sau cũng mon men đặt theo mà kết quả thì không như mong đợi. Quần quá mỏng, chỉ thừa quá nhiều, ống quần cũng không như mô tả. Nói chung thất vọng 🤦 shop chẳng có tâm chút nào",1,0,bữa quần đẹp cầm hôm đàn_ông kết_quả không_như đợi quần mỏng thừa ống_quần không_như thất_vọng cửa tiệm chẳng tâm
18505,", Dịch vụ người bán rất kém",1,0,dịch_vụ kém
18506,":)))) sản phẩm ko xứng đáng giá tiền. Vải mỏng- không đứng phom. Chất liệu sẽ bị nhão khi giặt. Hàng 1 lớp.
 Tệ nhất là khâu chăm sóc khách hàng- tư vấn chậm- không có chế độ bảo hành- không hỗ trợ đổi size- giá thành đắt hơn giá web hãng bán.:))) khuyên mọi ng nên qua trực tiếp cửa hàng chọn.",1,0,sản_phẩm không_xứng_đáng_giá tiền vải mỏng không_đứng chất_liệu nhão giặt hàng lớp tệ khâu chăm_sóc khách_hàng tư_vấn chậm chế_độ bảo_hành không_hỗ_trợ đổi giá_thành đắt giá hãng khuyên cửa_hàng
18507,Đặt size M mà giao cái áo bé tí :)),1,0,kích_thước áo bé
18508,Áo bị lỗi nặng bị rách . Ko hài lòng 1 tí nào . Không nên mua ,1,0,áo lỗi rách không_hài_lòng tí
18510,Chats lượng bình thường. Hàng chọn nhầm seri k mac dc shop k hỗ trợ đổi đành làm rẻ lau xe,1,0,chats hàng nhầm seri cửa tiệm không_hỗ_trợ đổi đành rẻ
18511,"áo đẹp, shop gửi cả thiệp nữa
còn cách phục vụ của shipper thật sự rất kém, đơn thì thanh toán r chưa lấy dc nhờ giữ hộ cho mà cứ nhì nhằng bắt nhờ người lấy hộ bằng dc trong khi ở trọ chưa quen ai",1,0,áo đẹp cửa tiệm gửi thiệp phục_vụ shipper kém đơn toán hộ nhì_nhằng bắt hộ trọ dập tắt
18515,Áo vải quá chán. Áo cho nữ mà ck mình 65 kg mặc mới vừa. Thất vọng!,1,0,áo vải chán áo nữ chồng không_mặc
18516,"Mua quần thể thao nhưng size thì bé hơn mức bình thường, may lỗi đường chỉ trận chéo lên túi quần, nói chung là không sử dụng được.",1,0,quần_thể kích_thước bé bình_thường lỗi đường trận chéo túi quần không_sử_dụng
18518,"So với tầm giá 5xx
Chất vãi cực kỳ tệ nhăng phồng phông đúng xấu 
Mặc lên thì phồng phềnh nhìn đúng xấu 
Ae mua về hối hận tui nói thật 
Mấy cái Cmt 4-5* tui nghĩ toàn là close 
KHuyên chân thành 
Đừng mua ngu 1 lần ...",1,0,tầm giá chất vãi nhăng phồng phông xấu mặc phồng phềnh xấu hối_hận toàn đóng khuyên chân_thành đừng
18520,"mình không biết các bạn mua hàng thế nào chứ mình mua 2 chiếc áo hoodie shop giao cho mình 1 chiếc quần. sau đó mình khiếu nại thì shop không hề nhận quần và luôn spam khiếu nại của mình mà không hề hoàn tiền. sau đó shopee can thiệp cũng không hề hoàn tiền cho mình. thái độ rất bất lịch sự, vô học ",1,0,bạn_hàng áo hoodie cửa tiệm quần khiếu_nại cửa tiệm không_hề quần spam khiếu_nại không_hề hoàn tiền shopee thiệp không_hề hoàn tiền thái_độ bất_lịch_sự
18521,"Áo lớp ngoài ok, trong màu trắng với phồng lên rất xấu, tưởng đặt đk kiểu trong cũng đỏ chứ",1,0,áo lớp màu trắng phồng xấu tưởng đk kiểu đỏ
18523,Đường chỉ khâu không bằng nhau  quá xấu không thể nhận xét hết  giống cái dẻ lau nhà hơn phí tiền,1,0,đường khâu không_bằng xấu nhận_xét dẻ phí tiền
18525,Mua hàng mất tiền nhưng có nhận đc hàng đâu mà biết ntn để đánh giá 😁,1,0,hàng tiền hàng cười
18529,"size thì bé.xl khôngg mặc vừa
mn cân nhắc khi mua sản phẩm ở đây nhé",1,0,kích_thước bé khôngg mặc cân_nhắc sản_phẩm
18532,"Mua cái này là cái thứ 4. Đặt giống cái đầu nhưng màu khác hẳn nhau, cái này mình mua màu xỉn cũ. Lúc mua hàng khách yêu này kia, báo sẽ cho đổi nếu sp có vấn đề.  Nhắn tin cho shop mặc dù shop online nhưng k trả lời. Dịch vụ quá kém. Bấm nhận hành rồi đành chấp nhận mất tiền.",1,0,đầu màu hẳn màu xỉn cũ hàng yêu báo đổi nhắn thiếc cửa tiệm mặc_dù cửa tiệm trực_tuyến dịch_vụ kém bấm hành đành chấp_nhận tiền
18533,"Shop mở miệng ra là nói tội shop mà khách hàng phản ánh một xíu thì lại chặn khách hàng :))) Áo để giá 200k mà sale 1k xong giao cái áo như 1 tấm dẻ, khách tới tận nơi để đổi thì bảo không cho đổi do hết hàng trong khi tồn kho vẫn là 208 cái. Hàng 1k thì mua về dùng làm dẻ lau nhà cũng ngon đó.",1,0,cửa tiệm mở_miệng tội cửa tiệm khách_hàng phản_ánh xíu chặn khách_hàng áo giá_mà giảm_giá áo dẻ đổi bảo không_cho đổi hàng tồn hàng dẻ
18535,", Chất lượng sản phẩm rất kém, Đóng gói sản phẩm rất kém, Rất không đáng tiền",1,0,chất_lượng sản_phẩm kém đóng_gói sản_phẩm kém không_đáng tiền
18537,Hàng kém chất lượng nên không chấp nhận trả hàng. Vải mỏng như vải kaki nha mn.,1,0,hàng kém chất_lượng không_chấp_nhận hàng vải mỏng vải
18541,"Chất vải ok, nhưng mua 3 cái size 30, 3 cái không cùng kích cỡ, cái rộng, cái chật ,cái vừa, shop xem lại hàng của mình chứ bán ntn ai dám mua. ",1,0,chất vải kích_thước kích_cỡ rộng chật cửa tiệm hàng dám
18542,Tuy giá rẻ nhưng phải làm ăn có tâm. Nhình ảnh ko giống miêu tả. vải xấu .cúc mai lổi ! Mình đự định nếu đơn này suông thì làm ăn lâu dài . Mà thôi 1 đơn duy nhất .,1,0,giá rẻ làm_ăn nhình ảnh không_giống vải xấu cúc đự định đơn suông làm_ăn đơn
18543,Lừa người 1 lần thôi. Quả báo không chừa ai đâu,1,0,lừa quả_báo không_chừa
18544,"Sản phẩm tốt, nhưng mà đang làm kiểm tra online mà shipper gọi làm bài đó bị cảnh cáo xong nộp luôn nên điểm dưới tb. Ghéc nên đánh giá 1 sao 😠",1,0,sản_phẩm tốt kiểm trà trực_tuyến shipper cảnh_cáo nộp tb ghéc
18545,"Chất  vải  sấu  , không  giống  như  hình  mẫu  , ảo ",1,0,chất vải sấu không_giống hình_mẫu
18546,"Màu sắt,chất liệu vãi,và kích cỡ không giống hình ảnh shop đưa ra",1,0,màu sắt chất_liệu vãi kích_cỡ không_giống hình_ảnh cửa tiệm
18547,Đường chỉ áo quá kém . Đụng nhẹ phát là bung chỉ 😒,1,0,đường áo kém đụng nhẹ phát
18548,Hàng chất lượng quá kém mua về đã bị rách một mảng to mọi người không nên mua,1,0,hàng chất_lượng kém rách mảng
18549,Shop lừa đảo mua quần p800 gửi quần Adidas :)?,1,0,cửa tiệm lừa_đảo quần gửi quần
18551,"Tôi ít khi đánh giá sản phẩm nhưng cách làm việc của shop này bắt buộc phải đánh giá 😏
Sản phẩm không giống hình ảnh. Cạp không khác những cái quần bình thường, ống quần thì ngắn ngủn vải mỏng tanh, mới mặt vô mò xuống dây kéo kéo ai ngờ dây kéo hư
""Nên né cái shop này"" Làm ko có tâm chúc mau bể nợ",1,0,sản_phẩm làm_việc cửa tiệm bắt_buộc sản_phẩm không_giống cạp không_khác quần bình_thường ống_quần ngắn_ngủn vải mỏng mặt vô mò dây kéo kéo ngờ dây kéo hư né cửa tiệm tâm chúc bể nợ
18552,"Thái độ phục vụ rất kém, hỏi có quà ko trả lời có, ko hướng dẫn khách chọn quà, chối quanh chối quẩn, đến lúc nhận hàng bảo hết khuyến mại. Như lừa khách hàng. Ko bao giờ mua ở shop này một lần nào nữa.",1,0,thái_độ phục_vụ kém quà không_trả_lời không_hướng_dẫn quà chối quánh chối quẩn hàng bảo khuyến_mại lừa không_giờ cửa tiệm
18554,"Hàng giao không đúng , nhắn tin gọi điện không tra lời, làm ăn gian lận như thế, ăn nhà cho roiif, mở quán chi ",1,0,hàng không_đúng nhắn thiếc điện không_trà làm_ăn_lận roiif quán
18555," Chất lượng sản phẩm rất kém
10 cái mà size khác nhau 5 cái bận vừa con 5 cái chật cứng",1,0,chất_lượng sản_phẩm kém kích_thước bận lừa
18556,", Đóng gói sản phẩm rất kém, Shop phục vụ rất kém",1,0,đóng gói sản_phẩm kém cửa tiệm phục_vụ kém
18557,"Áo không như hình , vết cắt tay áo hướng vào người , chứ không ở bên ngoài như hình . Thật sự quá thất vọng , tất cả đều ổn trừ phần ống tay áo :(( ",1,0,áo không_như hình vết cắt áo hướng không_ở hình thất_vọng ổn trừ ống áo
18559,"Không giống trên ảnh mn nên cân nhắc khi mua,chất áo thì đẹp 🙂🙂",1,0,không_giống ảnh cân_nhắc chất áo đẹp
18560,sảng phẩm sấu không giống trong ảnh ko có nhân viên óc cho . áo ko có quần cũng ko,1,0,sảng phẩm sấu không_giống ảnh óc áo quần không
18563,"Size nhỏ so với KT giới thiệu, mặc k vừa, k tương xứng với giá tiền",1,0,kích_thước giới_thiệu mặc không_vừa không_tương_xứng giá tiền
18565,Size XL mà áo quá bé và ngắn k đc rộng. Nói chung k mặc đc bỏ đi,1,0,kích_thước lỗi áo bé ngắn rộng không_mặc
18567,Nt shop 5 áo 5 màu shop gửi 5 áo 1 màu vãi lúa,1,0,cửa tiệm áo màu cửa tiệm gửi áo màu vãi lúa
18568,Áo sai màu. Đặt áo màu đen giao hàng áo màu xanh. ,1,0,áo màu áo màu đen hàng áo màu
18572,Đặt màu này giao màu nọ . Thất vọng !!!,1,0,màu màu
18574,"Đặt một kiểu giao một kiểu, đã nhắn tin dặn shop kĩ càng rồi. Nếu hết mẫu thì bảo mình để mình chọn mẫu khác. Đằng này tự ý giao hàng ko nói qua mình.",1,0,kiểu kiểu nhắn thiếc dặn cửa tiệm kĩ_càng mẫu bảo mẫu đằng hàng_không
18575,"Shop bảo đặt size xl nhưng về mặc bị cộc, nhắn tin thì shop onl những k phản hồi. Chất lượng áo thì chỉ thừa nhiều nhưng trên hết là thái độ pv của shop với khách hàng không tốt lắm",1,0,cửa tiệm bảo kích_thước lỗi mặc cộc nhắn thiếc cửa tiệm online không_phản_hồi chất_lượng áo thừa trên_hết thái_độ cửa tiệm khách_hàng không_tốt lắm
18576,có thì bán hong có thì thoi buon bán kểu gì đạc này giao kia nghĩ bán là vừa khong có củng khong ib cho khách HÂY quá tệ,1,0,hồng buôn_bán kểu đạc củng hây tệ
18577,Hàng giống ảnh nhưng vải ko mát có cái móc treo nhỏ kéo nhẹ phát tuột luôn hàng đặt gần 1 tháng mới về điên tiết,1,0,hàng ảnh vải không_mát móc kéo nhẹ phát tuột hàng
18578,"Mk chỉ muốn nhắc mn cân nhắc khi mua, vì giá áo RẤT ĐẮT so với nh gì nhận đc. Áo rất thơm và shop nhiệt tình. Nh mà🙂, áo mỏng lắm đấy mn:)). Vải lót trg có vẻ hơi ổn, túi áo trg nhìn xấu thực sự, dù là bên trg mk cũngmong shop để ý. Cổ áo may ẩu, ko giữ form, áo của mk còn bị hỏg khóa, ko hài lòng",1,0,nhắc cân_nhắc giá_áo đắt áo thơm cửa tiệm màcười áo mỏng lắm vải lót hơi ổn túi áo xấu cũngmong cửa tiệm để_ý cổ áo ẩu không_giữ form áo hỏg khóa
18579,Hàng về ko ưng màu gọi đổi màu thì thuê bao,1,0,hàng không_ưng màu đổi màu thuê
18580,"Sản phẩm có rất nhiều chỉ thừa
Phần dưới bị tưa vải rất nhiều
Đồ khá bụi và form xấu",1,0,sản_phẩm thừa tưa vải đồ bụi form xấu
18581,hàng y mẫu. màu sắc giống qc.dóng gói dẹp.giao hàng nhanh...,1,0,hàng màu_sắc dóng gói dẹp hàng
18582,Da đểu dễ bong chóc k xứng đáng vs giá tiền e chưa cả mặc mà cào cào nhẹ đã đứt da ra r k đáng đồng tiền bát gạo nhé ae,1,0,đểu chóc không_xứng_đáng giá tiền mặc cào_cào nhẹ đứt không_đáng đồng_tiền bát gạo
18584,"Shop làm vs ăn chán dcd , e có đặt cái áo mà nhầm size e có nt để đổi hàng thì nt shop onl mà ko thấy trả lời",1,0,cửa tiệm chán dcd áo nhầm kích_thước đổi hàng cửa tiệm online không_thấy
18586,"Đặt nhiều màu mà chỉ giao 1 màu...
Làm ăn gian dối.",1,0,màu màu
18588,"Size L thì 58kg mặc vừa, tôi 53 kg đây các bạn, màu áo cũng chẳng như quảng cáo... cạn lời cho quảng cáo. Các bạn nên lật tẩy shop này nhé: chuyên đi ""xin sao"".",1,0,kích_thước mặc không_đây màu áo chẳng cạn lật_tẩy cửa tiệm chuyên
18589,Ko hài lòng  mua về  ko mặc dc,1,0,không_hài_lòng không_mặc
18592,"Áo khá mỏng, với giá gần 3xxk thì hơi quá, mình thấy chỉ hơn 2xx xíu là ok rồi, nhưng mình mua được giá 19xk nên hỏng khoá, làm mình mặc buổi đầu đi làm ngại thật sự.",1,0,áo mỏng giá hơi đồng_ý giá hỏng khóa mặc đầu ngại
18593,"K có hàng thì nói k có, treo đầu dê bán thịt chó àh. Form áo vậy sao mặc",1,0,hàng đầu dê thịt chó form áo mặc
18594,Vừa nhận được hàng… chưa kịp mặc ae ạ :)) giá thế là đắt r lại còn chất lượng :))) giờ giả hàng gì nữa thôi mua 1 lần r chừa :)),1,0,hàng kịp mặc giá đắt chất_lượng giả hàng
18598,Nhìn quả áo chán đời. Giao thì lâu.,1,0,áo
18601,Shop làm ăn rất thiếu trách nhiệm.,1,0,cửa tiệm làm_ăn
18602,"Mua 2c đóng gói thành 1c , có cái bịch th cũng tiết vậy , gói như cái đồ lau nhà ",1,0,đóng gói thành bịch thứ_tự tiết gói cái_đồ
